prod_id,name,price,category,sub-category,image1,image2,Brand,description,size,,,,,
52,Mist Grey Heavy Gauge Cargo Joggers,1129,Men,Bottom-Wear,CargoF2.jpg,CargoB2.jpg,SmartWear,"Crafted from cotton twill lycra for long-lasting wear. These heavy gauge cotton joggers feature 4 pocket designs, two roomy side pockets and two stylish cargo pockets. With an elastic waistband and adjustable drawstring and ribbed hem, they offer perfect fitting. Wear these with an oversized tee and sneakers for an travel easy, laid-back and cool vibe.

Size & Fit:

Every piece of Cargo Joggers is tailored with regular fit over years of testing.
Our model (Height: 5.11ft) is wearing a size M.
Refer to the size chart for more accuracy.
Wash Care:

Gentle machine wash
Do not tumble dry
Do not iron directly
Do not use bleach",S-XXL,,,,,
53,Pale Grey Solid Cargo Pants for Men,1199,Men,Bottom-Wear,CargoF3.jpg,CargoB3.jpg,SmartWear,"Hey you! I'm your trusty pair of classic cargo pants. Made for everyday wear, I'm all about that easy-breezy vibe. Crafted from cotton twill, I'm your ticket to ultimate comfort, whether you're out & about or just chilling at home. With six handy pockets, I've got your back when it comes to storing all your essentials. From keys to snacks, I've got room for it all! Need a partner for your next adventure? Well, I'm your guy. With strength, durability, and abrasion resistance, I'm built to keep up with your every move. Hurry, buy me before I'm gone!

Size & Fit:

Every Cargo Pant is tailored with a relaxed fit over years of testing
Our model (Height: 6ft 2in, Waist: 32 in) is wearing size 32.
Refer to the size chart for more accuracy.
Wash Care:

Cold machine wash
Do not use bleach & softeners
Do not iron
Do not tumble dry",S-XXL,,,,,
54,Black Solid Cargo Pants for Men,1119,Men,Bottom-Wear,CargoF4.jpg,CargoB4.jpg,SmartWear,"Hey you! I'm your trusty pair of classic cargo pants. Made for everyday wear, I'm all about that easy-breezy vibe. Crafted from cotton twill, I'm your ticket to ultimate comfort, whether you're out & about or just chilling at home. With six handy pockets, I've got your back when it comes to storing all your essentials. From keys to snacks, I've got room for it all! Need a partner for your next adventure Well, I'm your guy. With strength, durability, and abrasion resistance, I'm built to keep up with your every move. Hurry, buy me before I'm gone!

Size & Fit:

Every Cargo Pant is tailored with a relaxed fit over years of testing
Our model (Height: 6ft 2in, Waist: 32 in) is wearing size 32.
Refer to the size chart for more accuracy.
Wash Care:

Cold machine wash
Do not use bleach & softeners
Do not iron
Do not tumble dry",S-XXL,,,,,
55,Crocodile Green Solid Cargo Pants for Men,1299,Men,Bottom-Wear,CargoF5.jpg,CargoB5.jpg,SmartWear,"Hey you! I'm your trusty pair of classic cargo pants. Made for everyday wear, I'm all about that easy-breezy vibe. Crafted from cotton twill, I'm your ticket to ultimate comfort, whether you're out & about or just chilling at home. With six handy pockets, I've got your back when it comes to storing all your essentials. From keys to snacks, I've got room for it all! Need a partner for your next adventure? Well, I'm your guy. With strength, durability, and abrasion resistance, I'm built to keep up with your every move. Hurry, buy me before I'm gone!

Size & Fit:

Every Cargo Pant is tailored with a relaxed fit over years of testing
Our model (Height: 6ft 2in, Waist: 32 in) is wearing size 32.
Refer to the size chart for more accuracy.
Wash Care:

Cold machine wash
Do not use bleach & softeners
Do not iron
Do not tumble dry",S-XXL,,,,,
56,White Statement Cargo Pants,1999,Men,Bottom-Wear,CargoF6.jpg,CargoB6.jpg,SmartWear,"Make a bold statement with our latest cargo pants. The soft cotton twill fabric makes these lightweight. They have two flap pockets on the right and one pocket on the left for extra edge. The drawstring detail at the hem offers easy movement. Pair them with an oversized t-shirt and sneakers and rock your style. Shop them now!

Size & Fit:

Our Cargo Pants are tailored with oversized fit over years of testing.
Our model (Height: 6ft 1in, Waist: 32 in) is wearing size 32.
Refer to the size chart for more accuracy.
Wash Care:

Do cold machine wash
Gentle cycle
Use mild detergent
Do air dry or tumble dry on low
Do iron on medium heat",S-XXL,,,,,
57,Off White Patch Pocket Cargo Pants,1200,Men,Bottom-Wear,CargoF7.jpg,CargoB7.jpg,SmartWear,"Refresh your wardrobe with these patch-pocket cargo pants. Crafted from cotton features a back elasticated waistband that offers a flexible fitting. While its curvy patch pockets keep your essentials close. Pair these cargo pants with a T-shirt and slide into your favorite pair of shoes. Don?t miss out!

Size & Fit:

Our Cargo Pants are tailored with a relaxed fit over years of testing.
Our model (Height: 6 ft 1 in, Waist: 32 in) is wearing size 32.
Refer to the size chart for more accuracy.
Wash Care:

Wash dark color separately
Do not dry in direct sunlight
Do not bleachRefresh your wardrobe with these patch-pocket cargo pants. Crafted from cotton features a back elasticated waistband that offers a flexible fitting. While its curvy patch pockets keep your essentials close. Pair these cargo pants with a T-shirt and slide into your favorite pair of shoes. Don?t miss out!

Size & Fit:

Our Cargo Pants are tailored with a relaxed fit over years of testing.
Our model (Height: 6 ft 1 in, Waist: 32 in) is wearing size 32.
Refer to the size chart for more accuracy.
Wash Care:

Wash dark color separately
Do not dry in direct sunlight
Do not bleach",S-XXL,,,,,
58,Black Patch Pocket Contrast Stitch Cargo Pants,1100,Men,Bottom-Wear,CargoF8.jpg,CargoB8.jpg,SmartWear,"Stay on-trend with these patch pocket contrast stitch cargo pants! Made with cotton, it features two patch pockets on the side and back. Its contrast stitch detail on every pocket adds an extra edge to the appeal. Pair these oversized fit cargo pants with a printed t-shirt and sneakers. Tap to shop now!

Size & Fit:

Our Cargo Pants are tailored with oversized fit over years of testing.
Our model (Height: 6 ft 1 in, Waist: 32 in) is wearing size 32.
Refer to the size chart for more accuracy.
Wash Care:

Wash dark color separately
Do not dry in direct sunlight
Do not bleach",S-XXL,,,,,
59,Dark Grey Pleated Elasticated Cargo Pants,999,Men,Bottom-Wear,CargoF9.jpg,CargoB9.jpg,SmartWear,"Rock your streetwear look with pleated elasticated cargo pants! This oversized fit cargo pants are crafted from cotton. Featuring two slant pockets with reverse flap and round flap pockets on both sides. It has an extra belt loop detail on the knee. Pair it with a t-shirt and finish the look with shoes. Own the style!

Size & Fit:

Our Cargo Pants are tailored with oversized fit over years of testing.
Our model (Height: 6 ft 1 in, Waist: 32 in) is wearing size 32.
Refer to the size chart for more accuracy.
Wash Care:

Cold machine wash
Do not dry in direct sunlight
Do low iron heat
Do not bleach
Do not tumble dry",S-XXL,,,,,
60,Cream Cotton Cargo Pants,989,Men,Bottom-Wear,CargoF10.jpg,CargoB10.jpg,SmartWear,"Ready for an adventure? Our oversized fit cargo pants are stylish and practical, made from 100% cotton for breathability, a soft hand feel, and excellent drape. Crafted from heavy-gauge fabric, it can be paired with an oversize t-shirt to add an edge to your look. Embrace both style and functionality with these must-have cargo pants.

Size & Fit:

Our Cargo Pants are tailored with an oversized fit over years of testing.
Our model (Height: 6ft 1in Waist: 32 in) is wearing size 32.
Refer to the size chart for more accuracy.
Wash Care:

Cold machine wash
Wash dark colors separately
Do not dry in direct sunlight
Do not iron on print
Do not bleach
Do not tumble dry",S-XXL,,,,,
61,Beige Statement Cargo Pants,1199,Men,Bottom-Wear,CargoF11.jpg,CargoB11.jpg,SmartWear,"Make a bold statement with our latest cargo pants. The soft cotton twill fabric makes these lightweight. They have two flap pockets on the right and one pocket on the left for extra edge. The drawstring detail at the hem offers easy movement. Pair them with an oversized t-shirt and sneakers and rock your style. Shop them now!

Size & Fit:

Our Cargo Pants are tailored with oversized fit over years of testing.
Our model (Height: 6ft 1in, Waist: 32 in) is wearing size 32.
Refer to the size chart for more accuracy.
Wash Care:

Do cold machine wash
Gentle cycle
Use mild detergent
Do air dry or tumble dry on low
Do iron on medium heat",S-XXL,,,,,
62,White Vintage Wash Baggy Fit Jeans,1299,Men,Bottom-Wear,CargoF12.jpg,CargoB12.jpg,SmartWear,"Ready to rock a bold, effortless look? These Vintage Wash Baggy Fit Jeans are your new go-to! With durable, high-density fabric that's breathable, they combine comfort with style. Featuring spacious pockets and a baggy fit, they?re perfect for pairing with a tank tee or oversized tee. Grab them now and turn heads wherever you go!

Size & Fit:

Every pair of jeans is tailored with a baggy fit over years of testing.

Our model (Height: 6ft 1in, Waist: 32 in) is wearing size 32.

Please refer to the size chart for more accuracy.

Wash Care:

Cold machine wash

Wash inside out

Do not over-wash

Avoid fabric softeners

Do not use bleach",S-XXL,,,,,
63,Light Blue Whisker Baggy Fit Jeans,999,Men,Bottom-Wear,CargoF13.pg,CargoB13.pg,SmartWear,"Stay on-trend with these whisker-detailed baggy jeans. Crafted from breathable cotton fabric that features a wash effect, they bring a stylish edge to any look. Throw on an oversized t-shirt and sneakers and you?re set for a chill day with friends. Tap to shop!

Size & Fit:

Every pair of jeans is tailored with a regular fit over years of testing.
Our model (Height: 6 ft, Waist: 32 in) is wearing size 32.
Please refer to the size chart for more accuracy.
Wash Care:

Cold machine wash
Wash inside out
Do not over-wash
Avoid fabric softeners
Do not use bleach",S-XXL,,,,,
64,Chocolate Brown Loose-fit Pyjamas,989,Men,Bottom-Wear,CargoF14.jpg,CargoB14.jpg,SmartWear,"Stay on-trend with these whisker-detailed baggy jeans. Crafted from breathable cotton fabric that features a wash effect, they bring a stylish edge to any look. Throw on an oversized t-shirt and sneakers and you?re set for a chill day with friends. Tap to shop!

Size & Fit:

Every pair of jeans is tailored with a regular fit over years of testing.
Our model (Height: 6 ft, Waist: 32 in) is wearing size 32.
Please refer to the size chart for more accuracy.
Wash Care:

Cold machine wash
Wash inside out
Do not over-wash
Avoid fabric softeners
Do not use bleach",S-XXL,,,,,
65,Navy Blue Loose-fit Pyjamas,899,Men,Bottom-Wear,CargoF15.jpg,CargoB15.jpg,SmartWear,"Stay on-trend with these whisker-detailed baggy jeans. Crafted from breathable cotton fabric that features a wash effect, they bring a stylish edge to any look. Throw on an oversized t-shirt and sneakers and you?re set for a chill day with friends. Tap to shop!

Size & Fit:

Every pair of jeans is tailored with a regular fit over years of testing.
Our model (Height: 6 ft, Waist: 32 in) is wearing size 32.
Please refer to the size chart for more accuracy.
Wash Care:

Cold machine wash
Wash inside out
Do not over-wash
Avoid fabric softeners
Do not use bleach",S-XXL,,,,,
66,Dark Navy Blue Regular Fit Mens Jeans,989,Men,Bottom-Wear,JeansF1.jpg,JeansB1.jpg,SmartWear,"When you need a reliable pair of jeans that can do it all, reach for these jeans, made with 98% cotton and 2% lycra fabric. The rugged tightly woven twill feels remarkably sturdy yet flexible enough for constant motion. A regular fit skims your body without being too slim or too baggy. Edgy pocket rivets and metal stud buttons lend a subtle modern touch. But make no mistake - with their double-reinforced stitching and just-right stretch, you can take these denims on any mission from casual evenings to camping mornings. Yes! You have found your new denim buddy.

Size & Fit:

Every pair of Jeans is tailored with a Regular Fit.
Our model (Height: 6'2"", Waist: 30"") is wearing a 30 Size.
Refer to the size chart for more accuracy.
Wash Care:

Wash inside out with cold water
Please do not use bleach & softeners
Avoid frequent washing; lesser the wash, better the jeans",S-XXL,,,,,
67,Light Grey Regular Fit Mens Jeans,949,Men,Bottom-Wear,JeansF2jpg,JeansB2jpg,SmartWear,"When you need a reliable pair of jeans that can do it all, reach for these jeans, made with 98% cotton and 2% lycra fabric. The rugged tightly woven twill feels remarkably sturdy yet flexible enough for constant motion. A regular fit skims your body without being too slim or too baggy. Edgy pocket rivets and metal stud buttons lend a subtle modern touch. But make no mistake - with their double-reinforced stitching and just-right stretch, you can take these denims on any mission from casual evenings to camping mornings. Yes! You have found your new denim buddy.

Size & Fit:

Every pair of Jeans is tailored with a Regular Fit.
Our model (Height: 6'2"", Waist: 30"") is wearing a 30 Size.
Refer to the size chart for more accuracy.
Wash Care:

Wash inside out with cold water
Please do not use bleach & softeners
Avoid frequent washing; lesser the wash, better the jeans",S-XXL,,,,,
68,Ice Blue Regular Fit Mens Jeans,1199,Men,Bottom-Wear,JeansF3.jpg,JeansB3.jpg,SmartWear,"When you need a reliable pair of jeans that can do it all, reach for these jeans, made with 98% cotton and 2% lycra fabric. The rugged tightly woven twill feels remarkably sturdy yet flexible enough for constant motion. A regular fit skims your body without being too slim or too baggy. Edgy pocket rivets and metal stud buttons lend a subtle modern touch. But make no mistake - with their double-reinforced stitching and just-right stretch, you can take these denims on any mission from casual evenings to camping mornings. Yes! You have found your new denim buddy.

Size & Fit:

Every pair of Jeans is tailored with a Regular Fit.
Our model (Height: 6'2"", Waist: 30"") is wearing a 30 Size.
Refer to the size chart for more accuracy.
Wash Care:

Wash inside out with cold water
Please do not use bleach & softeners
Avoid frequent washing; lesser the wash, better the jeans",S-XXL,,,,,
69,Charcoal Black Regular Fit Mens Jeans,1149,Men,Bottom-Wear,JeansF4.jpg,JeansB4.jpg,SmartWear,"When you need a reliable pair of jeans that can do it all, reach for these jeans, made with 98% cotton and 2% lycra fabric. The rugged tightly woven twill feels remarkably sturdy yet flexible enough for constant motion. A regular fit skims your body without being too slim or too baggy. Edgy pocket rivets and metal stud buttons lend a subtle modern touch. But make no mistake - with their double-reinforced stitching and just-right stretch, you can take these denims on any mission from casual evenings to camping mornings. Yes! You have found your new denim buddy.

Size & Fit:

Every pair of Jeans is tailored with a Regular Fit.
Our model (Height: 6'2"", Waist: 30"") is wearing a 30 Size.
Refer to the size chart for more accuracy.
Wash Care:

Wash inside out with cold water
Please do not use bleach & softeners
Avoid frequent washing; lesser the wash, better the jeans",S-XXL,,,,,
70,Black Regular Fit Mens Jeans,1189,Men,Bottom-Wear,JeansF5.jpg,JeansB5.jpg,SmartWear,"When you need a reliable pair of jeans that can do it all, reach for these jeans, made with 98% cotton and 2% lycra fabric. The rugged tightly woven twill feels remarkably sturdy yet flexible enough for constant motion. A regular fit skims your body without being too slim or too baggy. Edgy pocket rivets and metal stud buttons lend a subtle modern touch. But make no mistake - with their double-reinforced stitching and just-right stretch, you can take these denims on any mission from casual evenings to camping mornings. Yes! You have found your new denim buddy.

Size & Fit:

Every pair of Jeans is tailored with a Regular Fit.
Our model (Height: 6'2"", Waist: 30"") is wearing a 30 Size.
Refer to the size chart for more accuracy.
Wash Care:

Wash inside out with cold water
Please do not use bleach & softeners
Avoid frequent washing; lesser the wash, better the jeans",S-XXL,,,,,
71,Light Grey Faded Regular Fit Jeans,1199,Men,Bottom-Wear,JeansF6.jpg,JeansB6.jpg,SmartWear,"When you need a reliable pair of jeans that can do it all, reach for these jeans, made with 98% cotton and 2% lycra fabric. The rugged tightly woven twill feels remarkably sturdy yet flexible enough for constant motion. A regular fit skims your body without being too slim or too baggy. Edgy pocket rivets and metal stud buttons lend a subtle modern touch. But make no mistake - with their double-reinforced stitching and just-right stretch, you can take these denims on any mission from casual evenings to camping mornings. Yes! You have found your new denim buddy.

Size & Fit:

Every pair of Jeans is tailored with a Regular Fit.
Our model (Height: 6'2"", Waist: 30"") is wearing a 30 Size.
Refer to the size chart for more accuracy.
Wash Care:

Wash inside out with cold water
Please do not use bleach & softeners
Avoid frequent washing; lesser the wash, better the jeans",S-XXL,,,,,
72,Sky Blue Regular Fit Mens Jeans,1249,Men,Bottom-Wear,JeansF7.jpg,JeansB7.jpg,SmartWear,"When you need a reliable pair of jeans that can do it all, reach for these jeans, made with 98% cotton and 2% lycra fabric. The rugged tightly woven twill feels remarkably sturdy yet flexible enough for constant motion. A regular fit skims your body without being too slim or too baggy. Edgy pocket rivets and metal stud buttons lend a subtle modern touch. But make no mistake - with their double-reinforced stitching and just-right stretch, you can take these denims on any mission from casual evenings to camping mornings. Yes! You have found your new denim buddy.

Size & Fit:

Every pair of Jeans is tailored with a Regular Fit.
Our model (Height: 6'2"", Waist: 30"") is wearing a 30 Size.
Refer to the size chart for more accuracy.
Wash Care:

Wash inside out with cold water
Please do not use bleach & softeners
Avoid frequent washing; lesser the wash, better the jeans",S-XXL,,,,,
73,Men's Formal Trousers || Slim Fit Men's Wear Trousers || Stretchable Formal Pant Trousers,1299,Men,Bottom-Wear,TrouserF1.jpg,TrouserB1.jpg,SmartWear,"FABRIC : TOPLOT solid Lycra casual trousers are crafted with Premium Quality of Lycra. The comfort-oriented lightweight fabric is used for making these chinos. The cotton used is versatile, light, durable, and low maintenance.
COMFORTABLE : These casual trouser are made from the lightweight material, offer superior comfort, and enhance breathability. It gives soft and smooth touch against the skin. It is super comfortable for the whole day or while you dance the night away.
PATTERN : This is solid colored casual trouser featuring a buttoned waist, designed with flat-front styling with 3 pockets. It is a stylish casual pant for men that can be styled either to fit a casual look or even a formal look.
STRETCHABLE WAIST SIZE : Pant waist is the same as actual waist when measured with a measuring tape. If in doubt, order a size bigger, as the lycra stretch fabric ensures that the waistband STRETCHES UP TO 2 INCHES extra. Due to margin left in the pant, waist size can be altered to further decrease waist by up to 2 inches if needed. Ensures the perfect fitting.
Suitable for office wear, parties, or everyday use, casual outings, parties, or creative events",S-XXL,,,,,
74,Men's Formal Trousers || Slim Fit Men's Wear Trousers || Stretchable Formal Pant Trousers,1200,Men,Bottom-Wear,TrouserF2.jpg,TrouserB2.jpg,SmartWear,"FABRIC : TOPLOT solid Lycra casual trousers are crafted with Premium Quality of Lycra. The comfort-oriented lightweight fabric is used for making these chinos. The cotton used is versatile, light, durable, and low maintenance.
COMFORTABLE : These casual trouser are made from the lightweight material, offer superior comfort, and enhance breathability. It gives soft and smooth touch against the skin. It is super comfortable for the whole day or while you dance the night away.
PATTERN : This is solid colored casual trouser featuring a buttoned waist, designed with flat-front styling with 3 pockets. It is a stylish casual pant for men that can be styled either to fit a casual look or even a formal look.
STRETCHABLE WAIST SIZE : Pant waist is the same as actual waist when measured with a measuring tape. If in doubt, order a size bigger, as the lycra stretch fabric ensures that the waistband STRETCHES UP TO 2 INCHES extra. Due to margin left in the pant, waist size can be altered to further decrease waist by up to 2 inches if needed. Ensures the perfect fitting.
Suitable for office wear, parties, or everyday use, casual outings, parties, or creative events",S-XXL,,,,,
75,Men's Formal Trousers || Slim Fit Men's Wear Trousers || Stretchable Formal Pant Trousers,1100,Men,Bottom-Wear,TrouserF3.jpg,TrouserB3.jpg,SmartWear,"FABRIC : TOPLOT solid Lycra casual trousers are crafted with Premium Quality of Lycra. The comfort-oriented lightweight fabric is used for making these chinos. The cotton used is versatile, light, durable, and low maintenance.
COMFORTABLE : These casual trouser are made from the lightweight material, offer superior comfort, and enhance breathability. It gives soft and smooth touch against the skin. It is super comfortable for the whole day or while you dance the night away.
PATTERN : This is solid colored casual trouser featuring a buttoned waist, designed with flat-front styling with 3 pockets. It is a stylish casual pant for men that can be styled either to fit a casual look or even a formal look.
STRETCHABLE WAIST SIZE : Pant waist is the same as actual waist when measured with a measuring tape. If in doubt, order a size bigger, as the lycra stretch fabric ensures that the waistband STRETCHES UP TO 2 INCHES extra. Due to margin left in the pant, waist size can be altered to further decrease waist by up to 2 inches if needed. Ensures the perfect fitting.
Suitable for office wear, parties, or everyday use, casual outings, parties, or creative events",S-XXL,,,,,
76,Men's Formal Trousers || Slim Fit Men's Wear Trousers || Stretchable Formal Pant Trousers,1000,Men,Bottom-Wear,TrouserF4.jpg,TrouserB4.jpg,SmartWear,"FABRIC : TOPLOT solid Lycra casual trousers are crafted with Premium Quality of Lycra. The comfort-oriented lightweight fabric is used for making these chinos. The cotton used is versatile, light, durable, and low maintenance.
COMFORTABLE : These casual trouser are made from the lightweight material, offer superior comfort, and enhance breathability. It gives soft and smooth touch against the skin. It is super comfortable for the whole day or while you dance the night away.
PATTERN : This is solid colored casual trouser featuring a buttoned waist, designed with flat-front styling with 3 pockets. It is a stylish casual pant for men that can be styled either to fit a casual look or even a formal look.
STRETCHABLE WAIST SIZE : Pant waist is the same as actual waist when measured with a measuring tape. If in doubt, order a size bigger, as the lycra stretch fabric ensures that the waistband STRETCHES UP TO 2 INCHES extra. Due to margin left in the pant, waist size can be altered to further decrease waist by up to 2 inches if needed. Ensures the perfect fitting.
Suitable for office wear, parties, or everyday use, casual outings, parties, or creative events",S-XXL,,,,,
77,Men's Formal Trousers || Slim Fit Men's Wear Trousers || Stretchable Formal Pant Trousers,999,Men,Bottom-Wear,TrouserF5.jpg,TrouserB5.jpg,SmartWear,"FABRIC : TOPLOT solid Lycra casual trousers are crafted with Premium Quality of Lycra. The comfort-oriented lightweight fabric is used for making these chinos. The cotton used is versatile, light, durable, and low maintenance.
COMFORTABLE : These casual trouser are made from the lightweight material, offer superior comfort, and enhance breathability. It gives soft and smooth touch against the skin. It is super comfortable for the whole day or while you dance the night away.
PATTERN : This is solid colored casual trouser featuring a buttoned waist, designed with flat-front styling with 3 pockets. It is a stylish casual pant for men that can be styled either to fit a casual look or even a formal look.
STRETCHABLE WAIST SIZE : Pant waist is the same as actual waist when measured with a measuring tape. If in doubt, order a size bigger, as the lycra stretch fabric ensures that the waistband STRETCHES UP TO 2 INCHES extra. Due to margin left in the pant, waist size can be altered to further decrease waist by up to 2 inches if needed. Ensures the perfect fitting.
Suitable for office wear, parties, or everyday use, casual outings, parties, or creative events",S-XXL,,,,,
78,Men's Formal Trousers || Slim Fit Men's Wear Trousers || Stretchable Formal Pant Trousers,949,Men,Bottom-Wear,TrouserF6.jpg,TrouserB6.jpg,SmartWear,"FABRIC : TOPLOT solid Lycra casual trousers are crafted with Premium Quality of Lycra. The comfort-oriented lightweight fabric is used for making these chinos. The cotton used is versatile, light, durable, and low maintenance.
COMFORTABLE : These casual trouser are made from the lightweight material, offer superior comfort, and enhance breathability. It gives soft and smooth touch against the skin. It is super comfortable for the whole day or while you dance the night away.
PATTERN : This is solid colored casual trouser featuring a buttoned waist, designed with flat-front styling with 3 pockets. It is a stylish casual pant for men that can be styled either to fit a casual look or even a formal look.
STRETCHABLE WAIST SIZE : Pant waist is the same as actual waist when measured with a measuring tape. If in doubt, order a size bigger, as the lycra stretch fabric ensures that the waistband STRETCHES UP TO 2 INCHES extra. Due to margin left in the pant, waist size can be altered to further decrease waist by up to 2 inches if needed. Ensures the perfect fitting.
Suitable for office wear, parties, or everyday use, casual outings, parties, or creative events",S-XXL,,,,,
79,Strapless Ribbed Stretchable Zip Detailing Top,690,Women,Top-Wear,topF1.jpg,topB1.jpg,SmartWear,"The Strapless Ribbed Stretchable Zip Detailing Top is made with soft and stretchable ribbed fabric. Featuring a strapless fit, and an adjustable zip detail, this top gives a sleek and sexy look. It is perfect to pair with straight jeans, parachute pants, or a short skirt.  The premium fabric is wrinkle-free and colour bleeding resistant and machine washable thereby making it long lasting and easy to maintain.",S-XXL,,,,,
80,Strapless Ribbed Stretchable Zip Detailing Top,690,Women,Top-Wear,topF2.jpg,topB2.jpg,SmartWear,"The Strapless Ribbed Stretchable Zip Detailing Top is made with soft and stretchable ribbed fabric. Featuring a strapless fit, and an adjustable zip detail, this top gives a sleek and sexy look. It is perfect to pair with straight jeans, parachute pants, or a short skirt.  The premium fabric is wrinkle-free and colour bleeding resistant and machine washable thereby making it long lasting and easy to maintain.",S-XXL,,,,,
81,Backless Gather Detailed Boat Neck Top,720,Women,Top-Wear,topF3.jpg,topB3.jpg,SmartWear,"Discover a stunning blend of elegance and allure with our Backless Gather Detailed Boat Neck Top. This unique piece features a sophisticated boat neckline that beautifully frames your shoulders while the backless design adds a daring twist for a chic and modern look.

The gathered detailing along the front offers a flattering silhouette, enhancing your figure while ensuring comfort and style. Crafted from soft, breathable fabric, this top is perfect for a variety of occasions?rom sophisticated dinners to stylish day outings. Elevate your wardrobe with this versatile top that effortlessly combines sophistication and a hint of drama, making it a must-have for any fashion-forward closet!",S-XXL,,,,,
82,Colorblock Off Shoulder Full Sleeve Top,740,Women,Top-Wear,topF4.jpg,topB4.jpg,SmartWear,"Elevate your wardrobe with our colourblocked Off Shoulder Full Sleeve Top, a perfect blend of chic and comfort. Crafted from soft, breathable fabric, this top features an elegant off-the-shoulder design that beautifully highlights your collarbone and shoulders. The full sleeves add a touch of drama, making it ideal for both casual outings and special occasions. It can be paired effortlessly with jeans, skirts, or shorts for a versatile look. Whether you're dressing up for a night out or keeping it casual during the day, this top is sure to turn heads. Embrace your style and make a statement with this must-have piece!",S-XXL,,,,,
83,Velvet Stretchable Draped Crop Top,720,Women,Top-Wear,topF5.jpg,topB5.jpg,SmartWear,"Elevate your wardrobe with our Velvet Stretchable Draped Crop Top, designed for both comfort and style. Crafted from luxurious velvet, this crop top offers a soft, rich texture that feels as good as it looks. The stretchable fabric ensures a perfect fit, whether you wear with the sleeves pulled up or off shoulder style, it will hug your silhouette while allowing for easy movement.
The draped design adds an elegant flair, making it a versatile piece for any occasion. Whether you're dressing it up for a night out or pairing it with your favorite high-waisted jeans for a casual day look, this crop top is sure to turn heads. Available in a range of stunning colors, it? a must-have addition to your collection.",S-XXL,,,,,
84,Velvet Stretchable Draped Crop Top,720,Women,Top-Wear,topF6.jpg,topB6.jpg,SmartWear,"Elevate your wardrobe with our Velvet Stretchable Draped Crop Top, designed for both comfort and style. Crafted from luxurious velvet, this crop top offers a soft, rich texture that feels as good as it looks. The stretchable fabric ensures a perfect fit, whether you wear with the sleeves pulled up or off shoulder style, it will hug your silhouette while allowing for easy movement.
The draped design adds an elegant flair, making it a versatile piece for any occasion. Whether you're dressing it up for a night out or pairing it with your favorite high-waisted jeans for a casual day look, this crop top is sure to turn heads. Available in a range of stunning colors, it? a must-have addition to your collection.",S-XXL,,,,,
85,Printed Cotton Tie-Up Peplum Top,1280,Women,Top-Wear,topF7.jpg,topB7.jpg,SmartWear,"Level up your everyday looks with the Bow peplum top with puff sleeves! The top features an open peplum shirt with bows and tie-up detailing. It is the trendiest, most pinterest-y top ever and is the perfect accompaniment to your blue jeans for a look that's cute, girly and oh so instagrammable.  The premium fabric is wrinkle-free and colour bleeding resistant and machine washable thereby making it long lasting and easy to maintain.",S-XXL,,,,,
86,Printed Cotton Tie-Up Peplum Top,1280,Women,Top-Wear,topF8.jpg,topB8.jpg,SmartWear,"Level up your everyday looks with the Bow peplum top with puff sleeves! The top features an open peplum shirt with bows and tie-up detailing. It is the trendiest, most pinterest-y top ever and is the perfect accompaniment to your blue jeans for a look that's cute, girly and oh so instagrammable.  The premium fabric is wrinkle-free and colour bleeding resistant and machine washable thereby making it long lasting and easy to maintain.",S-XXL,,,,,
87,Printed Cotton Stretchable Draped Crop Top,720,Women,Top-Wear,topF9.jpg,topB9.jpg,SmartWear,"Cowl neck sleeveless top made with super soft and stretchable cotton fabric. You can wear it with the sleeves pulled up or off shoulder style. Featuring a seamless design, this top provides a smooth, sleek silhouette. It is perfect for all-day wear, whether you're dressing up for a special occasion or just a casual outing. Its versatile style makes it easy to pair with your favorite high-waisted pants or skirt for a trendy look. Order yours today and elevate your wardrobe with this chic and trendy top.
The premium fabric is wrinkle-free and colour bleeding resistant and machine washable thereby making it long lasting and easy to maintain.",S-XXL,,,,,
88,Printed Cotton Stretchable Draped Crop Top,720,Women,Top-Wear,topF10.jpg,topB10.jpg,SmartWear,"Cowl neck sleeveless top made with super soft and stretchable cotton fabric. You can wear it with the sleeves pulled up or off shoulder style. Featuring a seamless design, this top provides a smooth, sleek silhouette. It is perfect for all-day wear, whether you're dressing up for a special occasion or just a casual outing. Its versatile style makes it easy to pair with your favorite high-waisted pants or skirt for a trendy look. Order yours today and elevate your wardrobe with this chic and trendy top.
The premium fabric is wrinkle-free and colour bleeding resistant and machine washable thereby making it long lasting and easy to maintain.",S-XXL,,,,,
89,Printed Cotton Stretchable Draped Crop Top,720,Women,Top-Wear,topF11.jpg,topB11.jpg,SmartWear,"Cowl neck sleeveless top made with super soft and stretchable cotton fabric. You can wear it with the sleeves pulled up or off shoulder style. Featuring a seamless design, this top provides a smooth, sleek silhouette. It is perfect for all-day wear, whether you're dressing up for a special occasion or just a casual outing. Its versatile style makes it easy to pair with your favorite high-waisted pants or skirt for a trendy look. Order yours today and elevate your wardrobe with this chic and trendy top.
The premium fabric is wrinkle-free and colour bleeding resistant and machine washable thereby making it long lasting and easy to maintain.",S-XXL,,,,,
